artist_name,artist_id,country,begin_date,end_date,type,gender,disambiguation
Laudibus,e98b3c1d-9cff-44d5-939e-4bf13a1da906,GB,,,Choir,,
Tasha Cobbs,82091270-4f04-49f2-bb02-1aa9a32aa46f,US,1981-07-07,,Person,female,
Concertgebouw Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Secret Agent 23 Skidoo,54fcc9b1-df8e-4c6a-9387-364fc4daa584,US,,,Person,male,
Aimee Mann,db3c0a20-bf05-4b30-ac22-f294aea24172,US,1960-09-08,,Person,female,
John Lee Hooker,b0122194-c49a-46a1-ade7-84d1d76bd8e9,US,1917-08-22,2001-06-21,Person,male,"US blues singer, songwriter & guitarist"
David Munrow,dce3777d-cb49-49af-958b-4feccd9f659c,GB,1942-08-12,1976-05-15,Person,male,UK early music historian & musician
Orchestre Symphonie De Montréal,52f351cf-e724-4225-82d6-dcb77333ace4,,1934,,Orchestra,,
Dony McGuire,28ae517f-df02-46f8-8a1d-ef9336caca98,US,,,Person,male,
Donnie McClurkin,1cef08dc-0429-4353-9916-9f6f421d61e9,US,1959-11-09,,Person,male,
Steel Pulse,37367b2f-69e4-4df2-9e64-75ca6204764b,GB,1975,,Group,,
Tim Munro,e57c454f-ca67-4a6f-b5ab-1ed22230b936,GB,,,Person,male,UK singer/songwriter and actor
David Sánchez,4888776a-6866-4cb0-82cd-01ceb28437f5,PR,1968-09-09,,Person,male,Puerto Rican jazz saxophonist
The Kimberlys,53cf4dc1-f7ad-4899-9859-3e4ab2730666,US,,,Group,,"US vocal quartet, worked with Waylon Jennings"
Yola,a690d479-091c-4c4c-aa5c-7d1d512316c6,GB,1984,,Person,female,
Dave Grohl,4d5f891d-9bce-45ae-ad86-912dd27252fa,US,1969-01-14,,Person,male,
Bob Newhart,14abda46-7ed4-4cf6-b4c6-f694166cd5f0,US,1929-09-05,2024-07-18,Person,male,
Burl Ives,086c1936-9eaa-4091-b140-ad33a51a3b71,US,1909-06-14,1995-04-14,Person,male,
June Carter Cash,4ee75011-678b-46e0-b8e1-8ef47e5b7379,US,1929-06-23,2003-05-15,Person,female,American Country singer and songwriter
Richard Stoltzman,1b6cb822-3883-42a5-88a0-0b1d95e4858a,US,1942-07-12,,Person,male,clarinetist
Boston Early Music Festival Vocal Ensemble; Boston Early Music Festival Chamber Ensemble,6074546e-3d85-4000-81d2-c5bd8c2abd02,,,,Group,,
Peter Nero,bc4ca610-333b-424b-8c3c-c724e6327b62,US,1934-05-22,2023-07-06,Person,male,US pianist & conductor
Dionne Warwick,6784ee31-6d79-4a37-9e1f-01d6ef31940e,US,1940-12-12,,Person,female,
Self-Made Men + Dana,d5144d51-4f39-4dd4-a9c3-51e1de82c5df,SE,,,,,Swedish late 1980s/early 1990s
Angela Lansbury,12b0c33b-37de-4c56-9041-d27f9466381b,US,1925-10-16,2022-10-11,Person,female,
Stephanie Mills,3ee6b1e9-5844-4029-be18-cd7e34e9e969,US,1957-03-22,,Person,female,
Steely Dan,e01c3376-15fa-40d7-b747-5f219bdefdd7,,1972,,Group,,
Jim Gaffigan,91b6382f-f2af-4a97-be5b-86471567594d,US,1966-07-07,,Person,male,
John Corigliano,ead4efb5-f8d3-44d1-8a3f-a1cf24a0ccc9,US,1938-02-16,,Person,male,composer
Wynton Marsalis Group,0d74dcc7-5684-4695-830f-a9846aad8ba9,US,1961-10-18,,Person,male,
Tony Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,US,1932-02-08,,Person,male,American score composer
CeCe Winans; Dwan Hill,5a5d32e1-f3d2-4fde-8b41-24a78e696b83,US,1964-10-08,,Person,female,
Henry Fonda,c9f25178-6458-41ee-a3e5-bc088644b009,DE,,2019,Group,,Powerviolence band from Berlin
Roberto Blades,f050673a-dfb3-4200-b057-bf78213de36c,PA,1948-07-16,,Person,male,
Jose Feliciano,3c004c98-aab6-4b63-a2df-e07c98e73b0a,US,1945-09-10,,Person,male,"born 1945, not Cheo Feliciano"
Stephen Hartke,3799f07d-6846-4a7a-a2ac-d0b63b90065d,US,1952-07-06,,Person,male,
New Vaudeville Band,0115c9c4-6256-4d83-8b48-4a44bb7574be,GB,1966,1968,Group,,
Bebo Valdés And Chucho Valdés,6999d571-cc1b-4426-8071-b3b266a0a5d1,CU,1941-10-09,,Person,male,Cuban pianist and composer
Al Bunetta,2b9d6e47-6c95-4be1-ab62-3f2e4653a9e7,US,,,Person,,
John Adams,e9ed318d-8cc5-4cf8-ab77-505e39ab6ea4,GB,1952-03-11,2001-05-11,Person,male,English author
The Vanguard Jazz Orchestra,0c8e0276-46d5-457a-9917-a588c7b95e12,US,,,Group,,
George Benson,467f69b6-8d6d-4d2c-bfad-e89adf2806ff,US,1943-03-22,,Person,male,jazz guitarist/singer
Mariachi Los Camperos,37b71ea6-9258-4874-8ffb-96b4d76fd418,,,,,,
Deva Premal,6b5fc710-83cc-45ca-94b8-05d7dacee2ba,DE,1970-04-02,,Person,female,
The Blind Boys Of Alabama,2f76bd85-ba19-4d80-9bb7-4555abe463c5,US,1939,,Group,,
Krzysztof Penderecki,c3395434-dfdd-4de8-a8c2-0a3b110ef3ef,PL,1933-11-23,2020-03-29,Person,male,Polish composer
I Prevail,1921c28c-ec61-4725-8e35-38dd656f7923,US,2013,,Group,,
Jaguares,ea1d54f4-45ea-413d-aef9-c2174ddf8654,MX,1996,,Group,,
Thomas Newman,348f3a5f-5112-4d72-b33b-11c60b4f9af2,US,1955-10-20,,Person,male,American score composer
Dazz Band,70248960-cb53-4ea4-943a-edb18f7d336f,US,1949-09-23,,Person,male,
Israel,ffce4003-a756-46c0-b062-2e942de13d37,JM,1977,,Group,,
Altin Gün,cd5799f6-e6cf-4322-a659-96f5de4a2f6c,NL,2016,,Group,,Dutch‐Turkish psychedelic rock band
Joan Sebástian,24f1766e-9635-4d58-a4d4-9413f9f98a4c,DE,1685-03-21,1750-07-28,Person,male,German Baroque period composer & musician
The Masters V,17eb4c69-9ed6-4292-ae8d-9d3605afc614,,1980,1988,Group,,1980s gospel group
Dizzy Gillespie,e9ba8ccb-505f-4e5c-b909-65998d0d35b5,US,1917-10-21,1993-01-06,Person,male,
Patrick Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,US,1932-02-08,,Person,male,American score composer
Bill Evans Trio,d0630a08-3b40-4cb4-9f48-7d525262c1f6,US,1959,1980-09-15,Group,,
Nicola Benedetti,d3f36494-31aa-4567-b226-f01394d9d5a4,GB,1987-07-20,,Person,female,violinist
Alicia Keys,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,US,1981-01-25,,Person,female,
Porter Wagoner,942123a3-df28-463f-9f6e-202b69b8e253,US,1927-08-12,2007-10-28,Person,male,
Ray Conniff Singers,35e5aa58-6039-4fb9-bbfc-e168d75b8fd5,US,,,Group,,
Offset,92631c53-91ed-48f5-a09d-a104ba69cdc7,US,1991-12-14,,Person,male,"Atlanta rapper, member of Migos"
Clifton Chenier,db1a3066-1586-495d-a09c-1312cabab5be,US,1925-06-25,1987-12-12,Person,male,
Mercer Ellington,3af06bc4-68ad-4cae-bb7a-7eeeb45e411f,US,1899-04-29,1974-05-24,Person,male,"US composer, pianist & jazz bandleader"
Third Day,93585c1b-ec0f-4d47-9cae-bd8ebcc52e9f,US,1991,2018-06-27,Group,,
Poncho Sanchez,62da2ead-f055-4ad0-b939-3274bb2c54b2,US,1951-10-30,,Person,male,
Andres Segovia,443aad48-c7e7-476f-96bf-90f123a4829b,ES,1893-02-21,1987-06-03,Person,male,guitarist
Porter Wagoner And The Blackwood Brothers Quartet,b632054c-dafd-4485-820d-17778489c2ac,US,1934,,Group,,
Michelle Obama,c19b8adb-734e-4e2f-948b-f97e01741e79,,1964-01-17,,Person,female,former First Lady of the United States
Dunn,34adf388-5c58-4a62-81f9-2f232152fa09,,,,Person,,production music composer
Jody Miller,7b353d3c-2bd9-40e3-a21d-b7da3f941339,US,1904-03-01,1944-12-15,Person,male,jazz band leader
Motörhead,57961a97-3796-4bf7-9f02-a985a8979ae9,GB,1975-06,2015-12-28,Group,,
Le'Andria Johnson,206e08cf-f07b-47b8-81ac-438bf8b949ab,US,1983-01-23,,Person,female,
The Scott Family,84161996-6421-42da-9564-463e4295ca34,,,,Group,,
Duke Ellington,3af06bc4-68ad-4cae-bb7a-7eeeb45e411f,US,1899-04-29,1974-05-24,Person,male,"US composer, pianist & jazz bandleader"
Tenacious D,148ddea2-6839-4354-8e2c-5dfadf136b7f,US,1994,,Group,,American comedy rock duo
Philip Setzer),7878a1ce-1f6d-4e44-8a2c-39e7bc547dde,US,1959-04-10,,Person,male,
Soundgarden,153c9281-268f-4cf3-8938-f5a4593e5df4,US,1984,2017,Group,,
András Fejér,141d2b30-d28c-4e43-a100-3333c5517d63,HU,1955,,Person,male,Hungarian cellist
Michael Doucet,53614b6c-a35d-4df7-9845-a7cc3d76b283,,1951-02-14,,Person,male,
Chance The Rapper,373a4c98-a46b-48e4-86ec-f6ca65b4f438,US,1993-04-16,,Person,male,"US rapper, singer, songwriter, and producer"
Pharrell,149f91ef-1287-46da-9a8e-87fee02f1471,US,1973-04-05,,Person,male,
Donald Lawrence Presents The Tri -City Singers,9170ee99-b422-4134-a1f9-9f4e5aaf8127,GB,1968,,Group,,
The Chemical Brothers,1946a82a-f927-40c2-8235-38d64f50d043,GB,1989,,Group,,British electronic music duo
Sam And Dave,f1d7f1fd-8883-47e9-ad2b-e9ec9ff61aac,US,1961,1981,Group,,
Lisa Kaplan,407fe493-a0f5-4dcd-bd86-bde9d7dc14e5,IL,,,Person,male,ambient / drone
The Eurythmics,b4d32cff-f19e-455f-86c4-f347d824ca61,GB,1980,2005,Group,,
Cachao,d6060786-dac7-4101-80f1-8a10c81d0a7a,CU,1918-09-14,2008-03-22,Person,male,
conductor; Phoenix Chorale,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Clare Fischer,74ac9ce6-62e0-41cf-b279-35abee822f97,US,1928-10-22,2012-01-26,Person,male,
Nile Rodgers,c6d571dd-c0ae-4ac8-9500-780b1b9b25e5,US,1952-09-19,,Person,male,
Lani Hall,f7b4213c-d766-47d4-80c7-d6de66380f30,US,1944-11-01,,Person,female,
Baltimore Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Kirk Franklin; Kirk Franklin,2f9ecbed-27be-40e6-abca-6de49d50299e,US,1942-03-25,2018-08-16,Person,female,
Gloria Gaynor,d5c51c36-ac67-4727-91ed-ee9f0df81a2d,US,1943-09-07,,Person,female,
Janelle Monáe,ee190f6b-7d98-43ec-b924-da5f8018eca0,US,1985-12-01,,Person,non-binary,
Andre Previn; Royal Philharmonic Orchestra,06538137-47eb-4dd6-bb78-5c8afa1a1885,US,1929-04-06,2019-02-28,Person,male,"pianist, conductor, composer, arranger"
Ellerhein Girls' Choir,672bb27e-a96f-484c-a58e-72b0ef52c715,EE,1951,,Choir,,
Lindsey Lang,43e1570a-1a0d-479f-9c95-fba971aec91a,CN,1982-06-14,,Person,male,Chinese pianist
Marie Davidson,ef8e4bcc-10f7-41c8-8797-cf604f0796f2,,,2005,Person,male,alias of voice actor David Case
Thomas Young; Michigan State University Children's Choir,75167b8b-44e4-407b-9d35-effe87b223cf,CA,1945-11-12,,Person,male,"Canadian singer, songwriter & musician"
Hermoine Gingold,bc635975-0ab6-4d94-b918-9ef531dad1eb,GB,1897-12-09,1987-05-24,Person,female,
Joaquin Phoenix,1ae51eb3-4c6a-4e47-8193-7228884aeffc,GB,1967,,Person,male,"composer, “Two Steps From Hell” co‐founder"
Casting Crowns,51013eb4-dcd1-4fd2-945c-e5cf1eb85e84,US,1999,,Group,,CCM band
Michael W. Smith,1f444240-5397-4e63-a3e8-a3eac2aace32,US,1957-10-07,,Person,male,Christian pop-rock singer
Nicholas Photinos),33e6e41d-cf91-4e15-aa31-f90f563c906f,,,,Person,male,
Taron Egerton,3c17c228-b4f2-485a-9d7c-ada98d9662dd,GB,1989-11-10,,Person,male,
Shadowfax,23e7abef-a2dc-4e15-8068-8ee951ac2b67,US,1972,1995,Group,,US Progressive/Jazz Rock
Reba Rambo,c3b2c929-23f7-4cad-b66a-ee8d254a84c0,US,1951-10-17,,Person,female,
The Silk Road Ensemble,57fbea93-1727-4301-968d-91d0a38c7b0e,XW,2000,,Group,,
Henryk Szeryng,df6220cf-9efb-4c4e-a46c-9f0bfc9611b2,PL,1918-09-22,1988-03-08,Person,male,violinist
Eddie Cano,0ef41d78-6a69-44fa-b355-23581a88990a,US,1927-06-06,1988-01-30,Person,male,
Rob McConnell,57524a46-e044-48cf-86e5-5e4487a9e2df,US,1960,,Person,male,US video game composer & musician
Kazushi Ono; Orchestre De L'Opéra National De Lyon,b0b33754-a664-43b7-ba00-be0dc4ec2396,,1933-02-18,,Person,female,Japanese-American musician and artist
Toots,20404789-b0f3-43de-bbe1-f4fe39e83e87,BE,1922-04-29,2016-08-22,Person,male,
Tom Chapin,979acd47-df26-4863-943d-8c44f52cddc0,US,1945-03-13,,Person,male,
Gunther Schuller,d27e05e6-ddd1-4d84-bf9f-60596bee20c1,US,1925-11-22,2015-06-21,Person,male,"horn player, conductor, composer"
Earth,535afeda-2538-435d-9dd1-5e10be586774,US,1969,,Group,,
Michel Cerutti,af4ef6f9-d640-4522-b6f7-b7c1c3f757dd,,,,Person,male,
The Robert Farnon Orchestra,93035d44-fff9-4ba7-a4e4-7062a85e042d,GB,,,Group,,
Tramaine Hawkins,1055ddd2-5bfb-4ada-94d4-f8ae1089500a,US,1951-10-11,,Person,female,
JoAnn Falletta; Buffalo Philharmonic Orchestra,f42cd8d2-0c06-4c04-99b2-83029e3e7936,US,1954-02-27,,Person,female,
Michael Giacchino,150e14bd-915d-4574-b574-f77dd7ea72ad,US,1967-10-10,,Person,male,American score composer
Snarky Puppy,fe85367e-4036-43c1-874b-b91af81cb4f3,US,2004,,Group,,
J Balvin,5bdeb32d-56a5-4b6d-a768-264101fa0a0a,CO,1985-05-07,,Person,male,
Yo-Yo Ma,62fe877d-b7a5-43e8-952e-2610d7614bff,FR,1955-10-07,,Person,male,cellist
Little Joe Y La Familia,2f76ce9e-7fe6-47e9-ac43-ea13396a49e2,US,1959,,Group,,"Tejano band, fka Little Joe & the Latinaires"
Patti LaBelle,f319ec6a-9290-449b-baef-4244809c487a,US,1944-05-24,,Person,female,
The Beatles,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,GB,1960,1970-04-10,Group,,"UK rock band, “The Fab Four”"
producer; Brad Wells,24b226f7-c496-4e6d-b872-c9fa2fd75e4e,,,,Person,male,
Zooey Deschanel,da9dc521-1f90-47d5-89f9-d51137aa3339,US,1980-01-17,,Person,female,
ensembles; Michael Brammann,51b3fbf1-f630-4f44-9910-e1f800530852,US,,,Group,,
McCoy Tyner Big Band,16c88823-a18d-4c76-a861-31ca201d9c04,,,,Group,,
Bunny Berigan,0d99a768-4878-4d40-a264-205e7fe5d20a,US,1908-11-02,1942-06-02,Person,male,
Bernice Mass,7844d218-4ad3-43ac-a9ef-bc21fc7099a7,,,,Person,male,"Music Assembling Eng. Corp., Electronic"
Jazzmeia Horn,4d66fdee-8db7-4f84-a98e-fbde2c582db7,US,1991-04-21,,Person,female,US jazz singer and songwriter
Gregory Alan Isakov,5c61efe6-3cdf-4160-b43c-9274944369e6,,1979-10-19,,Person,male,
Rob Thomas,152f56df-321c-45d9-8fe0-6076c9b45b08,NO,1980-07-04,,Person,male,"composer, “Two Steps From Hell” co‐founder"
Agnieszka Rehlis,50f99ee2-cdee-4675-a9e9-61b6e7176611,PL,,,Person,female,Polish mezzo-soprano
Steve Stevens,e2345fdf-2be7-47c5-a6dd-be64353ad134,GB,1948-07-21,,Person,male,now known as Yusuf Islam
Tennessee Ernie Ford,947163f5-f306-4d78-a316-8c3fb317ae50,US,1919-02-13,1991-10-17,Person,male,
Vic Dana,8e664ee7-e102-4cbc-9967-e776b6d80125,US,1940-08-26,,Person,male,
Cong Su,800023ab-e8b4-4072-9d5f-410859eaf3a6,US,1970-11-04,,Person,female,
T-Pain,ce55e49a-32f4-4757-9849-bf04d06d5fcc,US,1985-09-30,,Person,male,
Gary S. Paxton,4320b104-036c-4055-b0a7-f8930354ae20,US,1939-05-18,2016-07-17,Person,male,
Black:Guayaba,5182c1d9-c7d2-4dad-afa0-ccfeada921a8,GB,1968-09,2025-07-05,Group,,English heavy metal band
Chris Cornell,cbf9738d-8f81-4a92-bc64-ede09341652d,US,1964-07-20,2017-05-17,Person,male,Soundgarden lead singer
Lyle Lovett,7241e3ed-5ad4-4849-94df-6858ea833472,US,1957-11-01,,Person,male,
The News,53187856-5b14-4b58-9c81-c5ea843b6c7a,JP,2003-09,,Group,,j-pop
Merle Haggard,deb2448c-6fdf-4d31-921e-757630515dbd,US,1937-04-06,2016-04-06,Person,male,"US country singer, guitarist, fiddler & songwriter"
Johnny Whitehorse,958d3f9d-afe6-486e-820e-18ec7cdcb2ad,CA,2011,,Group,,Canadian folk duo
Dottie West,edfa1708-f764-43b1-867f-6dd363cca3f1,US,1932-10-11,1991-09-04,Person,female,
Yvonne Naef,d73db19e-53dd-4a15-b75b-81183a677af9,CH,1957-11-09,,Person,female,mezzo-soprano
Alanis Morissette,4bdcee62-4902-4773-8cd1-e252e2e31225,CA,1974-06-01,,Person,female,
Joel Grey,ab309b83-904f-4e2c-8d11-a0223bba51f9,JP,1997-02,,Group,,
St. Paul Chamber Orchestra,d6653a8f-90c4-49a1-ae66-0b2e180e3bb5,US,1959,,Orchestra,,
Original Cast Recording,18329ad5-077d-43f8-b93e-423e68bdbc73,,,,,,
Bill Evans,8247a3f2-3a8e-4256-b322-6c57b03a4e36,US,1929-08-16,1980-09-15,Person,male,pianist
Ricky Skaggs And Kentucky Thunder,600a0adc-bcf5-4ede-8200-2cb37e1438b4,US,,,Group,,
Andrea Bocelli,c5a0a216-c33c-42dc-92b8-4b60236f8dad,IT,1958-09-22,,Person,male,tenor
Nitty Gritty Dirt Band,ac8a45f8-5520-4463-9fda-f63f8844cb50,US,1966,,Group,,United States country rock
Dominick Argento,58bf98da-ca2f-4003-81cb-672bc9e23764,US,1927-10-27,2019-02-20,Person,male,
Mickey,e5e17a46-5f66-4ee7-8377-0c3ddb257eb8,US,1936-03-09,2022-05-07,Person,male,
Corinne Bailey Rae,bc85c6f6-6b06-44c1-8754-ef32c1e6b824,GB,1979-02-26,,Person,female,
Pink Floyd,83d91898-7763-47d7-b03b-b92132375c47,,1965,2014,Group,,
Sam Samudio,ad24d225-3635-4556-b2c3-665faf8933b2,US,1937-03-06,,Person,male,
Herb Alpert And The Tijuana Brass,012ef4f9-2d35-4000-86e5-bc761f87dab9,US,1963,1971,Group,,
Phil Woods Quartet,4cd5752a-04ed-4f8d-b3f4-ea618ede0da8,,,,Group,,
Ilana Davidson,ef8e4bcc-10f7-41c8-8797-cf604f0796f2,,,2005,Person,male,alias of voice actor David Case
Ella Fitzgerald,54799c0e-eb45-4eea-996d-c4d71a63c499,US,1917-04-25,1996-06-15,Person,female,American jazz singer
Earl Carlyss,c90da3ad-9599-4e7d-bd18-65079697db36,US,,,Person,male,violinist
The Roots,80b3cf5e-18fe-4c59-98c7-e5bb87210710,US,1987,,Group,,US hip hop group
Vassar Clements,4684039e-a2a9-43a1-8fb8-10c5689a0e2f,US,1928-04-25,2005-08-16,Person,male,
Anne Sofie Von Otter,da7c775b-ea4e-4e5f-a9a4-878574ca2c75,SE,1955-05-09,,Person,female,mezzo-soprano
Paul Katz,e57b0493-f242-418a-a5d9-a2b93e137041,SE,1985-01,,Group,,Swedish pop duo
Bruno Mars,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,US,1985-10-08,,Person,male,US singer
Ryuichi Sakamoto,a7f7df4a-77d8-4f12-8acd-5c60c93f4de8,JP,1952-01-17,2023-03-28,Person,male,"Japanese composer, pianist, singer, songwriter"
Bill Clinton,a11bd200-7f0b-43a6-b7fe-4ea04929a42b,US,1946-08-19,,Person,male,42nd President of the United States
Jerry Lanning,078b47c4-04dd-4211-858a-90f6bec1e686,,,,Person,,
Josefina Scaglione,c5749560-b230-496e-829e-083697fee5b7,,,,Person,female,
And The New Main Street Singers),f5a75b49-68e4-4465-b4db-e235f94f6dde,,,,Group,,
Original Broadway Cast With John Gallagher,a0ef7e1d-44ff-4039-9435-7d5fefdeecc9,,,,Other,not applicable,"Special Purpose Artist - Do not add releases here, if possible."
Sarah Jarosz,6c44e99b-3450-45b7-b240-6e7026d0bcff,US,1991-05-23,,Person,female,
Ray Price,c91823bc-3074-48f7-b6fe-ccda9310d2f5,US,1926-01-12,2013-12-16,Person,male,"American country music singer, songwriter, and guitarist"
Sammi Smith,03ad1736-b7c9-412a-b442-82536d63a5c4,US,1969-08-06,2003-10-21,Person,male,US singer-songwriter
Rebecca Lloyd,980ee2d8-2ee9-407b-b48e-48360fbc7437,GB,1948-03-22,,Person,male,English composer and impresario of musical theatre
Helmut Burk,53cb4a5c-11b1-4748-af85-f6e472a3c143,,,,Person,male,
Jo-EL Sonnier,cae92fc4-ebf8-4940-badf-d54cc6b8e6d3,US,1946-10-02,2024-01-13,Person,male,
Kenny G,4cd556a5-db82-43f6-8d55-99598b42da8f,US,1956-06-05,,Person,male,saxophonist
Marvin Hamlisch,fd9f268a-89ef-4577-81f4-efebc9517a07,US,1944-06-02,2012-08-06,Person,male,
COUNTRY,b4013ff1-d7ce-4b1a-af6e-e0b19ca7f378,GB,1981-06,,Group,,
Ramblin' Jack Elliott,41ed6db5-7a87-4535-b9f1-67ce54598662,US,1931-08-01,,Person,male,
Keith Urban,f45da029-7b00-4bf3-962c-0eeb20309cc4,AU,1967-10-26,,Person,male,
The Fairfield Four,4c75a8db-9dbc-4dfb-b57d-755ce28c6307,US,1921,,Group,,
Henry Lewis; Philharmonia Orchestra,b59ac58d-036e-4bba-8112-c32a34c4575b,US,1935-09-29,2022-10-28,Person,male,"Rock & Roll pianist, nicknamed “The Killer”"
Oslo Kammerkor,57eb5637-c919-4d0d-8b02-2823aef47b0e,NO,1984,,Choir,,
Richard Burton,7b5b8b1b-414b-44e8-862f-b1f20fcef5dc,US,1943-01-23,,Person,male,jazz vibraphonist and composer
Texas Boys Choir; Columbia Chamber Orchestra,94157752-8182-41dd-9f68-eac3b98b1379,,1946,,Choir,,
The Gotham Jazz Orchestra,541c0542-fe89-477a-86d5-9a0fede4007f,,,,Orchestra,,
Al Green,fb7272ba-f130-4f0a-934d-6eeea4c18c9a,US,1946-04-13,,Person,male,"US soul singer, songwriter, pastor and record producer"
London Philharmonic Orchestra,fa37018e-3557-4cb7-973f-555003c30174,GB,1932,,Orchestra,,LPO
Cesaria Evora,ceafdf2f-bc18-4b99-8c71-d1834b0065c3,CV,1941-08-27,2011-12-17,Person,female,
Puff Daddy,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,PR,1977-02-03,,Person,male,
Michelle Pfeiffer,96e34437-e139-4ccd-b300-d18c705ddc3c,US,1958-04-29,,Person,female,
Ike,1c7b3786-b99a-40ab-81e4-f3056da19e13,,1960,1976,Group,,US rock & soul duo
Adele Adkins,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,GB,1988-05-05,,Person,female,UK soul/jazz singer
Bologna Orchestra,125ec42a-7229-4250-afc5-e057484327fe,XW,,,Other,not applicable,"Special Purpose Artist – Do not add releases here, if possible."
Supersax,6e82deec-98ef-4844-abff-6c0336acad6b,US,1972,,Group,,
Khalid,28737730-ec70-4da5-89c5-77ac13c5c34d,US,1998-02-11,,Person,male,American R&B singer‐songwriter
Robert Mann),3cd3882c-00f8-4362-a0c2-ad89ed248533,DE,1810-06-08,1856-07-29,Person,male,German classical composer
Karen O,14d44067-99c2-4f77-b58b-138f0b6911fa,US,1978-11-22,,Person,female,
Jimmy Cliff,2caa54a7-b08c-41da-b892-3a41abe778be,JM,1944-07-30,,Person,male,
Melissa Aldana,faa21ccf-f0d3-4a84-95d4-ae596aa40744,CL,1988-12-03,,Person,female,
ensembles; Erica Brenner,673a31f1-cc0e-4a1c-b08a-b7b1b0a9e620,,,,,,
Phoenix,1ae51eb3-4c6a-4e47-8193-7228884aeffc,GB,1967,,Person,male,"composer, “Two Steps From Hell” co‐founder"
Gidon Kremer,e2c8b2ea-8b6e-4d6e-9ea5-e2b34b073045,LV,1947-02-27,,Person,male,violinist
conductor,119d8f48-84dd-4cd7-93e7-2a5eca6cc9db,,2021,,Group,,Cape Breton band
Digable Planets,ff44f779-74ab-48f8-aac3-39ebe8f7c18e,,1992,2011,Group,,
Charlie Parker,c7356af9-9ea6-4a78-a55b-c73775716312,US,1920-08-29,1955-03-12,Person,male,"a.k.a. “Bird”, jazz alto saxophonist"
Gloria Gaither,415db84c-fb20-459e-a311-8a4d9ea12d4e,US,1942-03-04,,Person,female,
Tanvi Shah,fc8ee5d5-f03a-4e7e-97c5-624ee35c9894,IN,1985-12-01,,Person,female,
H.E.R.,93998e01-ff53-4af7-ba2a-5674adcdf21e,US,1997-06-27,,Person,female,US R&B artist
Edith Piaf,4f8ef4a3-40fa-46b5-8773-97686a8424f4,FR,1915-12-19,1963-10-11,Person,female,
The Champs,bbaa7a18-98ff-4540-9973-8f8340a83d3b,US,1958,1965,Group,,late 50s/early 60s US rock band
"Carlos ""Patato"" Valdés",8292b39d-7804-4e59-a61c-8972c8fe0fef,CU,1926-11-04,2007-12-04,Person,male,
Mason Williams,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,US,1932-02-08,,Person,male,American score composer
Willy Chirino,a228a498-5356-433b-8b1a-c4984384d8e0,US,1947-04-05,,Person,male,
Jimmie Vaughan,351d8bdf-33a1-45e2-8c04-c85fad20da55,US,1924-03-27,1990-04-03,Person,female,
Hermitage Piano Trio,166204bc-8bef-4c64-9b8f-2743f278c067,LT,1997,,Group,,
Avery Griffin,f9625cf4-1436-4f2c-bd5e-743eba86808c,US,1928-04-24,2008-07-25,Person,male,
Chris Botti,0939452b-0c6f-422a-997f-e7c496ce1113,US,1962-10-12,,Person,male,
Byron Webster,e28c0b26-3bdb-45dc-b4f5-f309c7c35ec4,US,1909-03-27,1973-09-20,Person,male,
Tim McGraw,7e5cfc9a-e9e1-46f1-b81a-861b12049488,US,1967-05-01,,Person,male,"American country music singer, songwriter and actor"
The Archers,65368f72-4b5b-4614-a830-004a0ec7ae8b,,2015,,Group,,"rock/hardcore band from Madison, WI"
Robert Shaw Chorale; RCA Victor Symphony Orchestra,8f180909-aa78-4616-ab7c-fe0b7e4d9f75,US,1948,1965,Choir,,
Asleep At The Wheel,79ad8210-274e-4a99-8033-f4c9fe9be8a3,US,1969,,Group,,American western swing band
Chubby Carrier And The Bayou Swamp Band,5127a9ea-e42d-4039-a057-a4b3e8e1853a,,1989,,Group,,
Lawrence Dutton,3615ed12-e7e6-4aba-8569-103ac4b262e1,US,1954-05-09,,Person,male,violist
Tyler,0aa8294b-6332-4b65-b677-e3a1f8591d3b,GB,1951-06-08,,Person,female,
Calle 13,5be7d200-5499-4bba-b29b-1ac554199d23,PR,2004,,Group,,
Nathalie Joachim With Spektral Quartet,872f5abc-03bf-4ef4-b2cd-f5c9b458a40e,US,2010,2022,Group,,American string quartet
Joe Cocker,32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,GB,1944-05-20,2014-12-22,Person,male,
Weird Al Yankovic,7746d775-9550-4360-b8d5-c37bd448ce01,US,1959-10-23,,Person,male,
Young Thug,800760de-bdf8-43a2-8fe0-44a2401a5515,US,1991-08-16,,Person,male,US rapper
Ricky Skaggs,1a14063c-9dca-48d5-98c3-89748c74562b,US,1954-07-18,,Person,male,
